%time,field.data
1544451963593794346,0.0490115992725
1544451963644208431,0.0485335998237
1544451963695562363,0.0476449988782
1544451963746507883,0.0456224009395
1544451963798655272,0.0438661985099
1544451963848545551,0.0406999997795
1544451963898663759,0.0383015014231
1544451963949437857,0.0357216000557
1544451964001009941,0.0330265015364
1544451964051007748,0.0287641994655
1544451964101094484,0.025769000873
1544451964151470423,0.022724499926
1544451964201941013,0.0197139997035
1544451964252003908,0.0152930999175
1544451964302148342,0.0123677998781
1544451964352597237,0.00819453969598
1544451964403307199,0.00564307998866
1544451964453945398,0.00326691009104
1544451964504080296,5.72204999116e-06
1544451964554829359,-0.00202254997566
1544451964606616497,-0.0039239898324
1544451964657424450,-0.00639209989458
1544451964708205462,-0.00769024016336
1544451964760977507,-0.00870152004063
1544451964808664799,-0.00947513990104
1544451964859718084,-0.0103353997692
1544451964909889460,-0.0107373995706
1544451964960338116,-0.0110187996179
1544451965011554956,-0.011211800389
1544451965062103033,-0.0112084997818
1544451965114160299,-0.0111020999029
1544451965165676832,-0.0108986003324
1544451965216391802,-0.0104363998398
1544451965266738653,-0.0100394999608
1544451965317047596,-0.00957489013672
1544451965367924452,-0.00869445968419
1544451965418225765,-0.0075094201602
1544451965469626665,-0.00476932991296
1544451965520554304,-0.00232487008907
1544451965570101738,0.000477981986478
1544451965620994806,0.00371798989363
1544451965671892881,0.0103126997128
1544451965722128391,0.0163928996772
1544451965772409201,0.0238003004342
1544451965822554827,0.0378283001482
1544451965872989893,0.0490183010697
1544451965923192024,0.0615822002292
1544451965973373890,0.0756267979741
1544451966024456978,0.0992167964578
1544451966074633598,0.116860002279
1544451966125162125,0.136344000697
1544451966175643444,0.157642006874
1544451966225718260,0.180326998234
1544451966275877476,0.216936007142
1544451966326617002,0.243026003242
1544451966377172470,0.28507900238
1544451966428076744,0.31485798955
1544451966478202343,0.344897985458
1544451966529063225,0.375198990107
1544451966583148479,0.418500006199
1544451966631312609,0.446909993887
1544451966682248354,0.490074008703
1544451966732882500,0.533029973507
1544451966783839464,0.561832010746
1544451966834151030,0.605758011341
1544451966885280132,0.635353028774
1544451966937598944,0.679556012154
1544451966987362623,0.708347022533
1544451967037775040,0.749759018421
1544451967088520765,0.775601029396
1544451967138974667,0.811746001244
1544451967189208746,0.833769977093
1544451967241171122,0.863692998886
1544451967291873217,0.881247997284
1544451967342054605,0.903625011444
1544451967392477751,0.921303987503
1544451967443889856,0.930446028709
1544451967494061470,0.940204977989
1544451967544204235,0.944253027439
1544451967594321489,0.946775972843
1544451967644850016,0.94612801075
1544451967695009708,0.941659986973
1544451967746137619,0.933306992054
1544451967797919989,0.925900995731
1544451967847941160,0.917173981667
1544451967897908688,0.901391983032
1544451967948580503,0.889267981052
1544451967999232292,0.869428992271
1544451968049819708,0.847519993782
1544451968099959612,0.831999003887
1544451968151124716,0.808085024357
1544451968202545881,0.792295992374
1544451968253435135,0.769241988659
1544451968303586721,0.754212021828
1544451968353627205,0.732639014721
1544451968403985977,0.719278991222
1544451968454568148,0.701309978962
1544451968505491257,0.690635979176
1544451968556210041,0.676249980927
1544451968607210398,0.667487025261
1544451968657898188,0.655732989311
1544451968707971573,0.645626008511
1544451968758796453,0.639788985252
1544451968809898853,0.634829998016
1544451968859972954,0.630689024925
1544451968909971952,0.624454975128
1544451968960772753,0.622290015221
1544451969010975838,0.620314002037
1544451969062467813,0.619741976261
1544451969113146782,0.619719982147
1544451969165180922,0.620658993721
1544451969215882301,0.622608006001
1544451969266743422,0.624373018742
1544451969316946268,0.627562999725
1544451969367748737,0.630052983761
1544451969418315649,0.634186029434
1544451969469370365,0.638763010502
1544451969519702911,0.641982972622
1544451969571666956,0.646655023098
1544451969622308969,0.64969098568
1544451969673586369,0.652729988098
1544451969723747492,0.657369017601
1544451969775032520,0.662133991718
1544451969828261137,0.665264010429
1544451969880350590,0.669798970222
1544451969930690765,0.672712028027
1544451969981025696,0.676599025726
1544451970031602621,0.678924977779
1544451970082355261,0.682398021221
1544451970132436514,0.68433701992
1544451970183787584,0.687049984932
1544451970236661911,0.689369022846
1544451970288897753,0.690877974033
1544451970339763880,0.692806005478
1544451970392194986,0.693911015987
1544451970443103313,0.695303022861
1544451970493271828,0.69645601511
1544451970544795752,0.697109997272
1544451970594821692,0.697809994221
1544451970646353960,0.698054015636
1544451970698095798,0.698181986809
1544451970748018980,0.698167979717
1544451970798203945,0.698051989079
1544451970849575043,0.69785797596
1544451970901316404,0.697445988655
1544451970950781345,0.697117984295
1544451971000933647,0.696551978588
1544451971051129103,0.695915997028
1544451971104318619,0.695452988148
1544451971154444933,0.694751977921
1544451971205225468,0.694293022156
1544451971257021666,0.693611979485
1544451971307589054,0.693165004253
1544451971359211922,0.692498981953
1544451971414649963,0.691855013371
1544451971464760065,0.691419005394
1544451971514862061,0.690774977207
1544451971565094233,0.690358996391
1544451971617782593,0.68978202343
1544451971672749043,0.689427018166
1544451971723167181,0.688919007778
1544451971773919582,0.688462018967
1544451971824796200,0.688189983368
1544451971875750780,0.687843024731
1544451971925855398,0.687637984753
1544451971976258755,0.687377989292
1544451972026663065,0.687234997749
1544451972076776743,0.687072992325
1544451972127840757,0.686996996403
1544451972178563356,0.686928987503
1544451972228732586,0.686901986599
1544451972279140472,0.686909973621
1544451972329336405,0.68692702055
1544451972381486416,0.686977028847
1544451972431652308,0.687017977238
1544451972483372688,0.687107980251
1544451972534192324,0.687201023102
1544451972585064888,0.687268018723
1544451972635711670,0.68737000227
1544451972685824871,0.687447011471
1544451972736277580,0.68755197525
1544451972786965370,0.68761998415
1544451972839002132,0.687726974487
1544451972889357805,0.687825977802
1544451972939742327,0.687892019749
1544451972991486311,0.687983989716
1544451973042333603,0.688037991524
1544451973092627048,0.688108980656
1544451973142933130,0.68815100193
1544451973193736792,0.688201010227
1544451973243865728,0.688230991364
1544451973294049501,0.688251018524
1544451973344593048,0.68828099966
1544451973395244837,0.688299000263
1544451973448200941,0.688305020332
1544451973499290228,0.688310027122
1544451973551331758,0.688320994377
1544451973602216244,0.688324987888
1544451973654645443,0.688327014446
1544451973704767704,0.688319981098
1544451973756473780,0.688305974007
1544451973806593895,0.688289999962
1544451973856859207,0.688255012035
1544451973907007694,0.688211023808
1544451973957886457,0.688180983067
1544451974010449886,0.688135027885
1544451974060175657,0.688097000122
1544451974110367060,0.688040018082
1544451974163204670,0.688000023365
1544451974213517666,0.687946975231
1544451974263756037,0.687909007072
1544451974313866854,0.687876999378
1544451974364391565,0.687826991081
1544451974415227175,0.687789022923
1544451974466322184,0.687765002251
1544451974516403198,0.687739014626
1544451974566457748,0.687723994255
1544451974616772413,0.687713027
1544451974667398930,0.687704026699
1544451974719852448,0.687707006931
1544451974770920515,0.687709987164
1544451974821475267,0.687711000443
1544451974875300646,0.687709987164
1544451974922269106,0.687699973583
1544451974972470045,0.687678992748
1544451975024935722,0.687659025192
1544451975076903582,0.687627017498
1544451975127552271,0.687592983246
1544451975178321600,0.687561988831
1544451975228750706,0.687527000904
1544451975278939724,0.687476992607
1544451975329727650,0.687442004681
1544451975382574320,0.687407970428
1544451975432801723,0.68737500906
1544451975483392000,0.687327980995
1544451975535001040,0.687308013439
1544451975585816860,0.687286973
1544451975636611223,0.687272012234
1544451975687156916,0.687179028988
1544451975739225626,0.686595022678
1544451975790029287,0.684188008308
1544451975841820478,0.681353986263
1544451975892611504,0.675191998482
1544451975943651438,0.669236004353
1544451975995072126,0.66124600172
1544451976046076059,0.650781989098
1544451976096680641,0.630411982536
1544451976150504589,0.613677978516
1544451976198537827,0.583275973797
1544451976249410152,0.559130012989
1544451976300115824,0.531710982323
1544451976350430250,0.501138985157
1544451976401672125,0.448994994164
1544451976452529430,0.410021990538
1544451976503159523,0.367751002312
1544451976555061102,0.298628985882
1544451976606259584,0.249072998762
1544451976657723427,0.197045996785
1544451976711576462,0.115318000317
1544451976759723663,0.0592609010637
1544451976810438156,0.00223999004811
1544451976863361120,-0.0559667013586
1544451976911821365,-0.145731002092
1544451976962762356,-0.207073003054
1544451977016060829,-0.269564986229
1544451977063183069,-0.365101993084
1544451977113961220,-0.429821014404
1544451977164178848,-0.494989007711
1544451977214751482,-0.592956006527
1544451977264856577,-0.657908022404
1544451977315365791,-0.722213983536
1544451977368240118,-0.785583019257
1544451977417953730,-0.877942025661
1544451977468337297,-0.937397003174
1544451977518682957,-0.994921982288
1544451977569664240,-1.07767999172
1544451977620619774,-1.13073003292
1544451977670596361,-1.18229997158
1544451977720841408,-1.20236003399
1544451977771218061,-1.20553004742
1544451977821488142,-1.20910000801
1544451977871586323,-1.21517002583
1544451977922053814,-1.2196700573
1544451977972791195,-1.22441995144
1544451978023014545,-1.2285900116
1544451978078490973,-1.22995996475
1544451978132313728,-1.23006999493
1544451978182708502,-1.22908997536
1544451978232881546,-1.22886002064
1544451978283676863,-1.2288800478
1544451978335675478,-1.2282999754
1544451978390313864,-1.22546005249
1544451978437102556,-1.22355997562
1544451978487224579,-1.21847999096
1544451978538700104,-1.21429002285
1544451978590430498,-1.20947003365
1544451978642737865,-1.20404005051
1544451978692649364,-1.19876003265
1544451978742962122,-1.1897200346
1544451978794779301,-1.1837400198
1544451978844527483,-1.17509996891
1544451978895946980,-1.16982996464
1544451978947234154,-1.16515004635
1544451978997974157,-1.15890002251
1544451979048861504,-1.15717995167
1544451979099635124,-1.15422999859
1544451979154378176,-1.15374994278
1544451979201288223,-1.15474998951
1544451979252031565,-1.15640997887
1544451979302863598,-1.15840995312
1544451979354624510,-1.16187000275
1544451979406438589,-1.16430997849
1544451979457311869,-1.16807997227
1544451979508957863,-1.17074000835
1544451979559952497,-1.16759002209
1544451979610552073,-1.16278004646
1544451979662698507,-1.1551400423
1544451979713341236,-1.14965999126
1544451979765122652,-1.14392995834
1544451979816004038,-1.13408994675
1544451979866159678,-1.12668001652
1544451979917407513,-1.11433005333
1544451979968915939,-1.10528004169
1544451980019599676,-1.09563994408
1544451980069984436,-1.08575999737
1544451980120433807,-1.07606005669
1544451980170498848,-1.0627399683
1544451980221381664,-1.05483996868
1544451980272148848,-1.04477000237
1544451980327194929,-1.03982996941
1544451980373842955,-1.03596997261
1544451980425903559,-1.0320199728
1544451980475862741,-1.0284999609
1544451980526331902,-1.02804005146
1544451980576761723,-1.02813005447
1544451980627510309,-1.0290299654
1544451980678716421,-1.0302400589
1544451980729786634,-1.03152000904
1544451980782249689,-1.03296995163
1544451980833103895,-1.03351998329
1544451980883383512,-1.03374004364
1544451980933422804,-1.03340005875
1544451980984534264,-1.03275001049
1544451981037930965,-1.03173995018
1544451981089044333,-1.02957999706
1544451981142192364,-1.02768003941
1544451981191009760,-1.02541995049
1544451981241249323,-1.02130997181
1544451981291390419,-1.01809000969
1544451981342206955,-1.01449000835
1544451981393282175,-1.0084400177
1544451981443749666,-1.00394999981
1544451981494566917,-0.999059021473
1544451981546491623,-0.993821024895
